Station Name,Iso Code,Date,Hour,Minute,Rain
Alexanderbay Lichen Field,ZA,2023-11-05,9,15,0
Alexanderbay Lichen Field,ZA,2023-11-05,9,30,0
Alexanderbay Lichen Field,ZA,2023-11-05,9,45,0
Alexanderbay Lichen Field,ZA,2023-11-05,10,0,0
Alexanderbay Lichen Field,ZA,2023-11-05,10,15,0
Alexanderbay Lichen Field,ZA,2023-11-05,10,30,0
Alexanderbay Lichen Field,ZA,2023-11-05,10,45,0
Alexanderbay Lichen Field,ZA,2023-11-05,11,0,0
Alexanderbay Lichen Field,ZA,2023-11-05,11,15,0
Alexanderbay Lichen Field,ZA,2023-11-05,11,30,0
Alexanderbay Lichen Field,ZA,2023-11-05,11,45,0
Alexanderbay Lichen Field,ZA,2023-11-05,12,0,0
Alexanderbay Lichen Field,ZA,2023-11-05,12,15,0
Alexanderbay Lichen Field,ZA,2023-11-05,12,30,0
Alexanderbay Lichen Field,ZA,2023-11-05,12,45,0
Alexanderbay Lichen Field,ZA,2023-11-05,13,0,0
Alexanderbay Lichen Field,ZA,2023-11-05,13,15,0
Alexanderbay Lichen Field,ZA,2023-11-05,13,30,0
Alexanderbay Lichen Field,ZA,2023-11-05,13,45,0
Alexanderbay Lichen Field,ZA,2023-11-05,14,0,0
Alexanderbay Lichen Field,ZA,2023-11-05,14,15,0
Alexanderbay Lichen Field,ZA,2023-11-05,14,30,0
Alexanderbay Lichen Field,ZA,2023-11-05,14,45,0
Alexanderbay Lichen Field,ZA,2023-11-05,15,0,0
Alexanderbay Lichen Field,ZA,2023-11-05,15,15,0
Alexanderbay Lichen Field,ZA,2023-11-05,15,30,0
Alexanderbay Lichen Field,ZA,2023-11-05,15,45,0
